id,county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
6267,San Joaquin,9150.0,95.0,567,1,2020-07-21T00:00:00
6268,Imperial,7458.0,163.0,121,0,2020-07-21T00:00:00
6269,San Francisco,5377.0,53.0,287,1,2020-07-21T00:00:00
6270,Alpine,2.0,0.0,0,0,2020-07-21T00:00:00
6271,Los Angeles,162205.0,4154.0,3003,50,2020-07-21T00:00:00
6272,San Diego,24522.0,487.0,385,9,2020-07-21T00:00:00
6273,Solano,2727.0,35.0,190,1,2020-07-21T00:00:00
6274,Sonoma,2200.0,20.0,52,0,2020-07-21T00:00:00
6275,Del Norte,66.0,0.0,5,0,2020-07-21T00:00:00
6276,Lake,157.0,1.0,10,0,2020-07-21T00:00:00
6277,Nevada,228.0,1.0,10,0,2020-07-21T00:00:00
6278,Napa,660.0,7.0,28,0,2020-07-21T00:00:00
6279,Colusa,227.0,0.0,10,0,2020-07-21T00:00:00
6280,San Luis Obispo,1338.0,7.0,56,1,2020-07-21T00:00:00
6281,San Bernardino,25323.0,333.0,1097,4,2020-07-21T00:00:00
6282,El Dorado,440.0,0.0,33,0,2020-07-21T00:00:00
6283,San Mateo,4733.0,114.0,124,0,2020-07-21T00:00:00
6284,Glenn,229.0,0.0,4,0,2020-07-21T00:00:00
6285,Placer,1413.0,12.0,49,1,2020-07-21T00:00:00
6286,Butte,659.0,5.0,73,0,2020-07-21T00:00:00
6287,Sutter,533.0,4.0,26,0,2020-07-21T00:00:00
6288,Kings,3187.0,42.0,94,0,2020-07-21T00:00:00
6289,Inyo,38.0,1.0,0,0,2020-07-21T00:00:00
6290,Modoc,0.0,0.0,0,0,2020-07-21T00:00:00
6291,Stanislaus,6984.0,73.0,149,2,2020-07-21T00:00:00
6292,Mariposa,37.0,1.0,1,0,2020-07-21T00:00:00
6293,Amador,55.0,0.0,2,0,2020-07-21T00:00:00
6294,Santa Cruz,835.0,3.0,77,0,2020-07-21T00:00:00
6295,Alameda,9390.0,167.0,146,5,2020-07-21T00:00:00
6296,Sierra,1.0,0.0,0,0,2020-07-21T00:00:00
6297,Santa Barbara,5422.0,32.0,156,0,2020-07-21T00:00:00
6298,Humboldt,198.0,4.0,4,0,2020-07-21T00:00:00
6299,Tehama,150.0,1.0,4,0,2020-07-21T00:00:00
6300,Siskiyou,48.0,0.0,6,0,2020-07-21T00:00:00
6301,Orange,30337.0,493.0,396,1,2020-07-20T00:00:00
6302,Glenn,225.0,0.0,10,0,2020-07-20T00:00:00
6303,Humboldt,194.0,4.0,-1,0,2020-07-20T00:00:00
6304,Merced,2584.0,22.0,124,7,2020-07-20T00:00:00
6305,San Mateo,4609.0,114.0,87,0,2020-07-20T00:00:00
6306,El Dorado,407.0,0.0,22,0,2020-07-20T00:00:00
6307,Lassen,474.0,0.0,0,0,2020-07-20T00:00:00
6308,Del Norte,61.0,0.0,0,0,2020-07-20T00:00:00
6309,Santa Barbara,5266.0,32.0,121,0,2020-07-20T00:00:00
6310,Tuolumne,75.0,0.0,0,0,2020-07-20T00:00:00
6311,San Diego,24137.0,478.0,453,0,2020-07-20T00:00:00
6312,San Bernardino,24226.0,329.0,298,1,2020-07-20T00:00:00
6313,San Luis Obispo,1282.0,6.0,20,0,2020-07-20T00:00:00
6314,Sonoma,2148.0,20.0,74,1,2020-07-20T00:00:00
6315,Ventura,5912.0,57.0,206,1,2020-07-20T00:00:00
6316,Lake,147.0,1.0,3,0,2020-07-20T00:00:00
6317,Siskiyou,42.0,0.0,0,0,2020-07-20T00:00:00
6318,Napa,632.0,7.0,20,2,2020-07-20T00:00:00
6319,Unassigned,13.0,0.0,3,0,2020-07-20T00:00:00
6320,Yolo,1155.0,34.0,28,3,2020-07-20T00:00:00
6321,Shasta,233.0,7.0,15,0,2020-07-20T00:00:00
6322,Nevada,218.0,1.0,8,0,2020-07-20T00:00:00
6323,Santa Cruz,758.0,3.0,5,0,2020-07-20T00:00:00
6324,Calaveras,90.0,0.0,1,0,2020-07-20T00:00:00
6325,Mono,78.0,1.0,15,0,2020-07-20T00:00:00
6326,Riverside,31163.0,588.0,823,1,2020-07-20T00:00:00
6327,Sacramento,7369.0,96.0,384,1,2020-07-20T00:00:00
6328,Out Of Country,0.0,0.0,0,0,2020-07-20T00:00:00
6329,Amador,53.0,0.0,2,0,2020-07-20T00:00:00
6330,Mendocino,153.0,0.0,16,0,2020-07-20T00:00:00
6331,Contra Costa,5823.0,99.0,132,1,2020-07-20T00:00:00
6332,Mariposa,36.0,1.0,1,0,2020-07-20T00:00:00
6333,Madera,1433.0,13.0,132,2,2020-07-20T00:00:00
6334,San Benito,433.0,2.0,21,0,2020-07-20T00:00:00
6335,San Joaquin,8583.0,94.0,275,11,2020-07-20T00:00:00
6336,Trinity,2.0,0.0,0,0,2020-07-20T00:00:00
6337,Stanislaus,6835.0,71.0,327,8,2020-07-20T00:00:00
6338,Sierra,1.0,0.0,0,0,2020-07-20T00:00:00
6339,Santa Clara,7711.0,178.0,308,1,2020-07-20T00:00:00
6340,Inyo,38.0,1.0,0,0,2020-07-20T00:00:00
6341,Modoc,0.0,0.0,0,0,2020-07-20T00:00:00
6342,Monterey,3205.0,19.0,126,1,2020-07-20T00:00:00
6343,Alpine,2.0,0.0,0,0,2020-07-20T00:00:00
6344,Tehama,146.0,1.0,8,0,2020-07-20T00:00:00
6345,San Francisco,5090.0,52.0,-4,0,2020-07-20T00:00:00
6346,Kern,10908.0,105.0,814,0,2020-07-20T00:00:00
6347,Kings,3093.0,42.0,58,1,2020-07-20T00:00:00
6348,Los Angeles,159202.0,4104.0,3163,9,2020-07-20T00:00:00
6349,Colusa,217.0,0.0,30,0,2020-07-20T00:00:00
6350,Sutter,507.0,4.0,27,0,2020-07-20T00:00:00
6351,Tulare,6974.0,167.0,118,2,2020-07-20T00:00:00
6352,Fresno,10891.0,100.0,252,0,2020-07-20T00:00:00
6353,Solano,2537.0,34.0,-14,3,2020-07-20T00:00:00
6354,Marin,4255.0,31.0,83,1,2020-07-20T00:00:00
6355,Butte,586.0,5.0,31,1,2020-07-20T00:00:00
6356,Yuba,258.0,3.0,18,0,2020-07-20T00:00:00
6357,Placer,1364.0,11.0,118,0,2020-07-20T00:00:00
6358,Imperial,7337.0,163.0,57,2,2020-07-20T00:00:00
6359,Alameda,9244.0,162.0,17,0,2020-07-20T00:00:00
6360,Plumas,17.0,0.0,0,0,2020-07-20T00:00:00
6361,Mono,63.0,1.0,9,0,2020-07-19T00:00:00
6362,Alameda,9227.0,162.0,138,0,2020-07-19T00:00:00
6363,San Benito,412.0,2.0,5,0,2020-07-19T00:00:00
6364,Tulare,6856.0,165.0,46,0,2020-07-19T00:00:00
6365,Marin,4172.0,30.0,83,0,2020-07-19T00:00:00
6366,Shasta,218.0,7.0,2,0,2020-07-19T00:00:00
6367,Ventura,5706.0,56.0,76,0,2020-07-19T00:00:00
6368,Lassen,474.0,0.0,0,0,2020-07-19T00:00:00
6369,Sacramento,6985.0,95.0,246,0,2020-07-19T00:00:00
6370,Siskiyou,42.0,0.0,0,0,2020-07-19T00:00:00
6371,Sierra,1.0,0.0,0,0,2020-07-19T00:00:00
6372,Alpine,2.0,0.0,0,0,2020-07-19T00:00:00
6373,Los Angeles,156039.0,4095.0,2774,11,2020-07-19T00:00:00
6374,Kern,10094.0,105.0,844,0,2020-07-19T00:00:00
6375,Solano,2551.0,31.0,48,0,2020-07-19T00:00:00
6376,Imperial,7280.0,161.0,12,0,2020-07-19T00:00:00
6377,Santa Barbara,5145.0,32.0,35,0,2020-07-19T00:00:00
6378,Del Norte,61.0,0.0,0,0,2020-07-19T00:00:00
6379,Lake,144.0,1.0,2,0,2020-07-19T00:00:00
6380,Trinity,2.0,0.0,0,0,2020-07-19T00:00:00
6381,San Joaquin,8308.0,83.0,190,0,2020-07-19T00:00:00
6382,Sonoma,2074.0,19.0,55,0,2020-07-19T00:00:00
6383,Nevada,210.0,1.0,6,0,2020-07-19T00:00:00
6384,Yuba,240.0,3.0,3,0,2020-07-19T00:00:00
6385,Napa,612.0,5.0,3,0,2020-07-19T00:00:00
6386,San Diego,23684.0,478.0,568,0,2020-07-19T00:00:00
6387,San Luis Obispo,1262.0,6.0,28,0,2020-07-19T00:00:00
6388,San Mateo,4522.0,114.0,34,0,2020-07-19T00:00:00
6389,San Bernardino,23928.0,328.0,248,0,2020-07-19T00:00:00
6390,Tuolumne,75.0,0.0,0,0,2020-07-19T00:00:00
6391,Humboldt,195.0,4.0,6,0,2020-07-19T00:00:00
6392,El Dorado,385.0,0.0,0,0,2020-07-19T00:00:00
6393,Plumas,17.0,0.0,0,0,2020-07-19T00:00:00
6394,Glenn,215.0,0.0,3,0,2020-07-19T00:00:00
6395,Butte,555.0,4.0,4,0,2020-07-19T00:00:00
6396,Fresno,10639.0,100.0,258,0,2020-07-19T00:00:00
6397,Placer,1246.0,11.0,13,0,2020-07-19T00:00:00
6398,Orange,29941.0,492.0,338,-2,2020-07-19T00:00:00
6399,Sutter,480.0,4.0,7,0,2020-07-19T00:00:00
6400,Mendocino,137.0,0.0,0,0,2020-07-19T00:00:00
6401,Madera,1301.0,11.0,41,0,2020-07-19T00:00:00
6402,Modoc,0.0,0.0,0,0,2020-07-19T00:00:00
6403,Kings,3035.0,41.0,39,0,2020-07-19T00:00:00
6404,Inyo,38.0,1.0,0,0,2020-07-19T00:00:00
6405,Mariposa,35.0,1.0,0,0,2020-07-19T00:00:00
6406,Stanislaus,6508.0,63.0,164,0,2020-07-19T00:00:00
6407,Tehama,138.0,1.0,2,0,2020-07-19T00:00:00
6408,Santa Cruz,753.0,3.0,2,0,2020-07-19T00:00:00
6409,Unassigned,10.0,0.0,2,0,2020-07-19T00:00:00
6410,Merced,2460.0,15.0,36,0,2020-07-19T00:00:00
6411,Riverside,30340.0,587.0,95,0,2020-07-19T00:00:00
6412,Santa Clara,7403.0,177.0,148,0,2020-07-19T00:00:00
6413,Yolo,1127.0,31.0,50,0,2020-07-19T00:00:00
6414,Amador,51.0,0.0,2,0,2020-07-19T00:00:00
6415,Calaveras,89.0,0.0,0,0,2020-07-19T00:00:00
6416,San Francisco,5094.0,52.0,43,0,2020-07-19T00:00:00
6417,Monterey,3079.0,18.0,59,0,2020-07-19T00:00:00
6418,Out Of Country,0.0,0.0,0,0,2020-07-19T00:00:00
6419,Colusa,187.0,0.0,5,0,2020-07-19T00:00:00
6420,Contra Costa,5691.0,98.0,74,0,2020-07-19T00:00:00
6421,Mono,54.0,1.0,0,0,2020-07-18T00:00:00
6422,Madera,1260.0,11.0,46,0,2020-07-18T00:00:00
6423,Tehama,136.0,1.0,8,0,2020-07-18T00:00:00
6424,Santa Barbara,5110.0,32.0,109,0,2020-07-18T00:00:00
6425,Orange,29603.0,494.0,641,25,2020-07-18T00:00:00
6426,Amador,49.0,0.0,1,0,2020-07-18T00:00:00
6427,Sacramento,6739.0,95.0,176,0,2020-07-18T00:00:00
6428,Sutter,473.0,4.0,15,0,2020-07-18T00:00:00
6429,Imperial,7268.0,161.0,75,5,2020-07-18T00:00:00
6430,Santa Cruz,751.0,3.0,35,0,2020-07-18T00:00:00
6431,Monterey,3020.0,18.0,98,0,2020-07-18T00:00:00
6432,Calaveras,89.0,0.0,3,0,2020-07-18T00:00:00
6433,Riverside,30245.0,587.0,606,0,2020-07-18T00:00:00
6434,Mendocino,137.0,0.0,11,0,2020-07-18T00:00:00
6435,Unassigned,8.0,0.0,-7,0,2020-07-18T00:00:00
6436,Kern,9250.0,105.0,959,0,2020-07-18T00:00:00
6437,Shasta,216.0,7.0,3,0,2020-07-18T00:00:00
6438,Ventura,5630.0,56.0,179,0,2020-07-18T00:00:00
6439,Contra Costa,5617.0,98.0,134,2,2020-07-18T00:00:00
6440,Sierra,1.0,0.0,0,0,2020-07-18T00:00:00
6441,Alpine,2.0,0.0,1,0,2020-07-18T00:00:00
6442,Fresno,10381.0,100.0,427,0,2020-07-18T00:00:00
6443,Nevada,204.0,1.0,4,0,2020-07-18T00:00:00
6444,Marin,4089.0,30.0,250,1,2020-07-18T00:00:00
6445,Out Of Country,0.0,0.0,0,0,2020-07-18T00:00:00
6446,Lassen,474.0,0.0,83,0,2020-07-18T00:00:00
6447,Modoc,0.0,0.0,0,0,2020-07-18T00:00:00
6448,Placer,1233.0,11.0,26,0,2020-07-18T00:00:00
6449,San Francisco,5051.0,52.0,84,0,2020-07-18T00:00:00
6450,Lake,142.0,1.0,3,0,2020-07-18T00:00:00
6451,Merced,2424.0,15.0,96,0,2020-07-18T00:00:00
6452,Napa,609.0,5.0,11,0,2020-07-18T00:00:00
6453,Trinity,2.0,0.0,0,0,2020-07-18T00:00:00
6454,Inyo,38.0,1.0,0,0,2020-07-18T00:00:00
6455,Tuolumne,75.0,0.0,2,0,2020-07-18T00:00:00
6456,Plumas,17.0,0.0,1,0,2020-07-18T00:00:00
6457,Butte,551.0,4.0,54,0,2020-07-18T00:00:00
6458,Mariposa,35.0,1.0,0,0,2020-07-18T00:00:00
6459,San Luis Obispo,1234.0,6.0,44,0,2020-07-18T00:00:00
6460,Yuba,237.0,3.0,6,0,2020-07-18T00:00:00
6461,Sonoma,2019.0,19.0,37,0,2020-07-18T00:00:00
6462,San Joaquin,8118.0,83.0,193,0,2020-07-18T00:00:00
6463,Kings,2996.0,41.0,18,0,2020-07-18T00:00:00
6464,Colusa,182.0,0.0,36,0,2020-07-18T00:00:00
6465,Solano,2503.0,31.0,51,0,2020-07-18T00:00:00
6466,San Mateo,4488.0,114.0,81,0,2020-07-18T00:00:00
6467,Santa Clara,7255.0,177.0,175,0,2020-07-18T00:00:00
6468,Stanislaus,6344.0,63.0,124,0,2020-07-18T00:00:00
6469,Tulare,6810.0,165.0,139,0,2020-07-18T00:00:00
6470,San Bernardino,23680.0,328.0,623,13,2020-07-18T00:00:00
6471,Glenn,212.0,0.0,9,0,2020-07-18T00:00:00
6472,Los Angeles,153265.0,4084.0,2784,37,2020-07-18T00:00:00
6473,Humboldt,189.0,4.0,4,0,2020-07-18T00:00:00
6474,Siskiyou,42.0,0.0,2,0,2020-07-18T00:00:00
6475,San Diego,23116.0,478.0,625,6,2020-07-18T00:00:00
6476,San Benito,407.0,2.0,8,0,2020-07-18T00:00:00
6477,Yolo,1077.0,31.0,22,0,2020-07-18T00:00:00
6478,Del Norte,61.0,0.0,1,0,2020-07-18T00:00:00
6479,Alameda,9089.0,162.0,196,1,2020-07-18T00:00:00
6480,El Dorado,385.0,0.0,17,0,2020-07-18T00:00:00
6481,San Mateo,4407.0,114.0,71,0,2020-07-17T00:00:00
6482,Del Norte,60.0,0.0,0,0,2020-07-17T00:00:00
6483,Napa,598.0,5.0,17,1,2020-07-17T00:00:00
6484,Yuba,231.0,3.0,10,0,2020-07-17T00:00:00
6485,Glenn,203.0,0.0,13,0,2020-07-17T00:00:00
6486,Lake,139.0,1.0,11,0,2020-07-17T00:00:00
6487,Mendocino,126.0,0.0,5,0,2020-07-17T00:00:00
6488,Imperial,7193.0,156.0,45,8,2020-07-17T00:00:00
6489,Butte,497.0,4.0,32,0,2020-07-17T00:00:00
6490,Calaveras,86.0,0.0,4,0,2020-07-17T00:00:00
6491,San Diego,22491.0,472.0,634,7,2020-07-17T00:00:00
6492,Placer,1207.0,11.0,39,0,2020-07-17T00:00:00
6493,San Benito,399.0,2.0,10,0,2020-07-17T00:00:00
6494,Colusa,146.0,0.0,6,0,2020-07-17T00:00:00
6495,Fresno,9954.0,100.0,473,9,2020-07-17T00:00:00
6496,Solano,2452.0,31.0,80,0,2020-07-17T00:00:00
6497,Siskiyou,40.0,0.0,1,0,2020-07-17T00:00:00
6498,Madera,1214.0,11.0,22,0,2020-07-17T00:00:00
6499,Sutter,458.0,4.0,14,0,2020-07-17T00:00:00
6500,Ventura,5451.0,56.0,220,0,2020-07-17T00:00:00
6501,Sierra,1.0,0.0,0,0,2020-07-17T00:00:00
6502,Out Of Country,0.0,0.0,0,0,2020-07-17T00:00:00
6503,Modoc,0.0,0.0,0,0,2020-07-17T00:00:00
6504,Amador,48.0,0.0,2,0,2020-07-17T00:00:00
6505,Alpine,1.0,0.0,0,0,2020-07-17T00:00:00
6506,Riverside,29639.0,587.0,735,2,2020-07-17T00:00:00
6507,Inyo,38.0,1.0,0,0,2020-07-17T00:00:00
6508,Mariposa,35.0,1.0,1,0,2020-07-17T00:00:00
6509,Stanislaus,6220.0,63.0,143,2,2020-07-17T00:00:00
6510,Mono,54.0,1.0,1,0,2020-07-17T00:00:00
6511,San Francisco,4967.0,52.0,129,1,2020-07-17T00:00:00
6512,Marin,3839.0,29.0,293,0,2020-07-17T00:00:00
6513,Trinity,2.0,0.0,0,0,2020-07-17T00:00:00
6514,Sacramento,6563.0,95.0,123,1,2020-07-17T00:00:00
6515,Tehama,128.0,1.0,2,0,2020-07-17T00:00:00
6516,Kings,2978.0,41.0,41,0,2020-07-17T00:00:00
6517,Santa Cruz,716.0,3.0,18,0,2020-07-17T00:00:00
6518,Santa Barbara,5001.0,32.0,129,0,2020-07-17T00:00:00
6519,Unassigned,15.0,0.0,11,0,2020-07-17T00:00:00
6520,Monterey,2922.0,18.0,65,0,2020-07-17T00:00:00
6521,Santa Clara,7080.0,177.0,90,1,2020-07-17T00:00:00
6522,Shasta,213.0,7.0,5,1,2020-07-17T00:00:00
6523,Yolo,1055.0,31.0,21,1,2020-07-17T00:00:00
6524,Nevada,200.0,1.0,9,0,2020-07-17T00:00:00
6525,Alameda,8893.0,161.0,174,7,2020-07-17T00:00:00
6526,Tuolumne,73.0,0.0,2,0,2020-07-17T00:00:00
6527,Lassen,391.0,0.0,36,0,2020-07-17T00:00:00
6528,Plumas,16.0,0.0,0,0,2020-07-17T00:00:00
6529,Orange,28962.0,469.0,437,3,2020-07-17T00:00:00
6530,Merced,2328.0,15.0,100,0,2020-07-17T00:00:00
6531,Humboldt,185.0,4.0,1,0,2020-07-17T00:00:00
6532,Los Angeles,150481.0,4047.0,2722,59,2020-07-17T00:00:00
6533,Contra Costa,5483.0,96.0,145,3,2020-07-17T00:00:00
6534,San Luis Obispo,1190.0,6.0,44,0,2020-07-17T00:00:00
6535,San Joaquin,7925.0,83.0,212,2,2020-07-17T00:00:00
6536,El Dorado,368.0,0.0,11,0,2020-07-17T00:00:00
6537,Sonoma,1982.0,19.0,28,3,2020-07-17T00:00:00
6538,San Bernardino,23057.0,315.0,702,5,2020-07-17T00:00:00
6539,Tulare,6671.0,165.0,204,4,2020-07-17T00:00:00
6540,Kern,8291.0,105.0,856,0,2020-07-17T00:00:00
6541,Amador,46.0,0.0,2,0,2020-07-16T00:00:00
6542,Riverside,28904.0,585.0,412,8,2020-07-16T00:00:00
6543,Sonoma,1954.0,16.0,34,0,2020-07-16T00:00:00
6544,Kings,2937.0,41.0,31,1,2020-07-16T00:00:00
6545,Mono,53.0,1.0,1,0,2020-07-16T00:00:00
6546,Tulare,6467.0,161.0,147,8,2020-07-16T00:00:00
6547,Yuba,221.0,3.0,0,0,2020-07-16T00:00:00
6548,Unassigned,4.0,0.0,-6,0,2020-07-16T00:00:00
6549,Merced,2228.0,15.0,72,0,2020-07-16T00:00:00
6550,Calaveras,82.0,0.0,7,0,2020-07-16T00:00:00
6551,Monterey,2857.0,18.0,77,0,2020-07-16T00:00:00
6552,Contra Costa,5338.0,93.0,92,1,2020-07-16T00:00:00
6553,San Benito,389.0,2.0,1,0,2020-07-16T00:00:00
6554,Shasta,208.0,6.0,15,0,2020-07-16T00:00:00
6555,Sacramento,6440.0,94.0,223,2,2020-07-16T00:00:00
6556,Alpine,1.0,0.0,0,0,2020-07-16T00:00:00
6557,Solano,2372.0,31.0,29,0,2020-07-16T00:00:00
6558,Del Norte,60.0,0.0,0,0,2020-07-16T00:00:00
6559,Los Angeles,147759.0,3988.0,4416,56,2020-07-16T00:00:00
6560,Nevada,191.0,1.0,6,0,2020-07-16T00:00:00
6561,San Luis Obispo,1146.0,6.0,49,0,2020-07-16T00:00:00
6562,San Bernardino,22355.0,310.0,847,0,2020-07-16T00:00:00
6563,El Dorado,357.0,0.0,18,0,2020-07-16T00:00:00
6564,Napa,581.0,4.0,8,0,2020-07-16T00:00:00
6565,Butte,465.0,4.0,45,0,2020-07-16T00:00:00
6566,Placer,1168.0,11.0,23,0,2020-07-16T00:00:00
6567,Colusa,140.0,0.0,5,0,2020-07-16T00:00:00
6568,Sutter,444.0,4.0,11,0,2020-07-16T00:00:00
6569,San Diego,21857.0,465.0,409,17,2020-07-16T00:00:00
6570,Modoc,0.0,0.0,0,0,2020-07-16T00:00:00
6571,Stanislaus,6077.0,61.0,300,0,2020-07-16T00:00:00
6572,Santa Cruz,698.0,3.0,38,0,2020-07-16T00:00:00
6573,Alameda,8719.0,154.0,104,0,2020-07-16T00:00:00
6574,Sierra,1.0,0.0,0,0,2020-07-16T00:00:00
6575,Humboldt,184.0,4.0,3,0,2020-07-16T00:00:00
6576,Tehama,126.0,1.0,0,0,2020-07-16T00:00:00
6577,Mendocino,121.0,0.0,2,0,2020-07-16T00:00:00
6578,Lassen,355.0,0.0,36,0,2020-07-16T00:00:00
6579,Madera,1192.0,11.0,45,1,2020-07-16T00:00:00
6580,Tuolumne,71.0,0.0,3,0,2020-07-16T00:00:00
6581,Plumas,16.0,0.0,0,0,2020-07-16T00:00:00
6582,Fresno,9481.0,91.0,357,0,2020-07-16T00:00:00
6583,Siskiyou,39.0,0.0,1,0,2020-07-16T00:00:00
6584,Trinity,2.0,0.0,0,0,2020-07-16T00:00:00
6585,Santa Barbara,4872.0,32.0,139,1,2020-07-16T00:00:00
6586,Mariposa,34.0,1.0,0,0,2020-07-16T00:00:00
6587,Inyo,38.0,1.0,2,0,2020-07-16T00:00:00
6588,San Mateo,4336.0,114.0,78,0,2020-07-16T00:00:00
6589,Imperial,7148.0,148.0,38,0,2020-07-16T00:00:00
6590,Glenn,190.0,0.0,6,0,2020-07-16T00:00:00
6591,San Joaquin,7713.0,81.0,332,8,2020-07-16T00:00:00
6592,Lake,128.0,1.0,6,0,2020-07-16T00:00:00
6593,Marin,3546.0,29.0,88,1,2020-07-16T00:00:00
6594,Out Of Country,0.0,0.0,0,0,2020-07-16T00:00:00
6595,Santa Clara,6990.0,176.0,90,3,2020-07-16T00:00:00
6596,Yolo,1034.0,30.0,32,1,2020-07-16T00:00:00
6597,Kern,7435.0,105.0,280,7,2020-07-16T00:00:00
6598,Orange,28525.0,466.0,807,11,2020-07-16T00:00:00
6599,Ventura,5231.0,56.0,144,3,2020-07-16T00:00:00
6600,San Francisco,4838.0,51.0,81,1,2020-07-16T00:00:00
6601,Shasta,193.0,6.0,3,0,2020-07-15T00:00:00
6602,Sierra,1.0,0.0,0,0,2020-07-15T00:00:00
6603,El Dorado,339.0,0.0,15,0,2020-07-15T00:00:00
6604,San Bernardino,21508.0,310.0,1019,1,2020-07-15T00:00:00
6605,Trinity,2.0,0.0,0,0,2020-07-15T00:00:00
6606,Sacramento,6217.0,92.0,239,1,2020-07-15T00:00:00
6607,Siskiyou,38.0,0.0,0,0,2020-07-15T00:00:00
6608,San Mateo,4258.0,114.0,85,0,2020-07-15T00:00:00
6609,Santa Barbara,4733.0,31.0,92,0,2020-07-15T00:00:00
6610,Sonoma,1920.0,16.0,54,0,2020-07-15T00:00:00
6611,Marin,3458.0,28.0,7,0,2020-07-15T00:00:00
6612,Madera,1147.0,10.0,29,1,2020-07-15T00:00:00
6613,Imperial,7110.0,148.0,15,7,2020-07-15T00:00:00
6614,Kings,2906.0,40.0,39,0,2020-07-15T00:00:00
6615,Colusa,135.0,0.0,7,0,2020-07-15T00:00:00
6616,Alpine,1.0,0.0,0,0,2020-07-15T00:00:00
6617,Glenn,184.0,0.0,7,0,2020-07-15T00:00:00
6618,Ventura,5087.0,53.0,137,0,2020-07-15T00:00:00
6619,Solano,2343.0,31.0,77,0,2020-07-15T00:00:00
6620,Lake,122.0,1.0,2,0,2020-07-15T00:00:00
6621,Yuba,221.0,3.0,11,0,2020-07-15T00:00:00
6622,San Joaquin,7381.0,73.0,238,0,2020-07-15T00:00:00
6623,Tuolumne,68.0,0.0,0,0,2020-07-15T00:00:00
6624,Amador,44.0,0.0,0,0,2020-07-15T00:00:00
6625,San Luis Obispo,1097.0,6.0,37,1,2020-07-15T00:00:00
6626,Nevada,185.0,1.0,5,0,2020-07-15T00:00:00
6627,Kern,7155.0,98.0,176,0,2020-07-15T00:00:00
6628,San Francisco,4757.0,50.0,98,0,2020-07-15T00:00:00
6629,Del Norte,60.0,0.0,0,0,2020-07-15T00:00:00
6630,Alameda,8615.0,154.0,227,2,2020-07-15T00:00:00
6631,Los Angeles,143343.0,3932.0,2711,38,2020-07-15T00:00:00
6632,Lassen,319.0,0.0,56,0,2020-07-15T00:00:00
6633,Yolo,1002.0,29.0,36,0,2020-07-15T00:00:00
6634,Santa Cruz,660.0,3.0,21,0,2020-07-15T00:00:00
6635,Inyo,36.0,1.0,1,0,2020-07-15T00:00:00
6636,Santa Clara,6900.0,173.0,214,3,2020-07-15T00:00:00
6637,Riverside,28492.0,577.0,642,24,2020-07-15T00:00:00
6638,Humboldt,181.0,4.0,6,0,2020-07-15T00:00:00
6639,San Diego,21448.0,448.0,561,12,2020-07-15T00:00:00
6640,Stanislaus,5777.0,61.0,146,4,2020-07-15T00:00:00
6641,Plumas,16.0,0.0,2,0,2020-07-15T00:00:00
6642,Unassigned,10.0,0.0,6,0,2020-07-15T00:00:00
6643,Orange,27718.0,455.0,803,22,2020-07-15T00:00:00
6644,Mariposa,34.0,1.0,2,0,2020-07-15T00:00:00
6645,Mendocino,119.0,0.0,9,0,2020-07-15T00:00:00
6646,Merced,2156.0,15.0,72,2,2020-07-15T00:00:00
6647,Calaveras,75.0,0.0,1,0,2020-07-15T00:00:00
6648,Out Of Country,0.0,0.0,0,0,2020-07-15T00:00:00
6649,Monterey,2780.0,18.0,56,0,2020-07-15T00:00:00
6650,Tehama,126.0,1.0,3,0,2020-07-15T00:00:00
6651,Modoc,0.0,0.0,0,0,2020-07-15T00:00:00
6652,Sutter,433.0,4.0,28,0,2020-07-15T00:00:00
6653,Mono,52.0,1.0,4,0,2020-07-15T00:00:00
6654,Placer,1145.0,11.0,23,0,2020-07-15T00:00:00
6655,Butte,420.0,4.0,38,0,2020-07-15T00:00:00
6656,Tulare,6320.0,153.0,121,0,2020-07-15T00:00:00
6657,Contra Costa,5246.0,92.0,136,0,2020-07-15T00:00:00
6658,San Benito,388.0,2.0,28,0,2020-07-15T00:00:00
6659,Fresno,9124.0,91.0,183,0,2020-07-15T00:00:00
6660,Napa,573.0,4.0,16,0,2020-07-15T00:00:00
6661,Mariposa,32.0,1.0,1,0,2020-07-14T00:00:00
6662,Mendocino,110.0,0.0,23,0,2020-07-14T00:00:00
6663,Tehama,123.0,1.0,11,0,2020-07-14T00:00:00
6664,Siskiyou,38.0,0.0,1,0,2020-07-14T00:00:00
6665,Inyo,35.0,1.0,0,0,2020-07-14T00:00:00
6666,Humboldt,175.0,4.0,1,0,2020-07-14T00:00:00
6667,Sierra,1.0,0.0,0,0,2020-07-14T00:00:00
6668,San Diego,20887.0,436.0,539,14,2020-07-14T00:00:00
6669,Orange,26915.0,433.0,937,9,2020-07-14T00:00:00
6670,Santa Barbara,4641.0,31.0,200,0,2020-07-14T00:00:00
6671,Amador,44.0,0.0,2,0,2020-07-14T00:00:00
6672,San Francisco,4659.0,50.0,64,0,2020-07-14T00:00:00
6673,Alameda,8388.0,152.0,273,4,2020-07-14T00:00:00
6674,Santa Cruz,639.0,3.0,65,0,2020-07-14T00:00:00
6675,Sutter,405.0,4.0,26,0,2020-07-14T00:00:00
6676,Stanislaus,5631.0,57.0,307,6,2020-07-14T00:00:00
