county_id,county_name,confirmed_cases,new_confirmed_cases,deaths,new_deaths,date
107,Tulare,2881,83,106,8,2020-06-17
109,Tuolumne,9,0,0,0,2020-06-17
111,Ventura,1706,51,41,0,2020-06-17
113,Yolo,291,26,24,0,2020-06-17
115,Yuba,39,2,1,0,2020-06-17
1,Alameda,4481,108,112,0,2020-06-16
3,Alpine,1,0,0,0,2020-06-16
5,Amador,12,1,0,0,2020-06-16
7,Butte,88,6,1,0,2020-06-16
9,Calaveras,26,0,0,0,2020-06-16
11,Colusa,7,0,0,0,2020-06-16
13,Contra Costa,2022,46,49,5,2020-06-16
15,Del Norte,48,1,0,0,2020-06-16
17,El Dorado,118,1,0,0,2020-06-16
19,Fresno,2788,82,57,2,2020-06-16
21,Glenn,34,2,0,0,2020-06-16
23,Humboldt,107,1,4,0,2020-06-16
25,Imperial,4389,91,52,5,2020-06-16
27,Inyo,24,0,1,0,2020-06-16
29,Kern,3452,85,54,1,2020-06-16
31,Kings,1870,39,9,1,2020-06-16
33,Lake,34,0,0,0,2020-06-16
35,Lassen,9,0,0,0,2020-06-16
37,Los Angeles,75172,1340,2961,35,2020-06-16
39,Madera,250,24,4,1,2020-06-16
41,Marin,805,54,18,1,2020-06-16
43,Mariposa,17,0,1,0,2020-06-16
45,Mendocino,47,2,0,0,2020-06-16
47,Merced,470,61,7,0,2020-06-16
49,Modoc,0,0,0,0,2020-06-16
51,Mono,37,0,1,0,2020-06-16
53,Monterey,1015,20,12,0,2020-06-16
55,Napa,199,9,3,0,2020-06-16
57,Nevada,57,2,1,0,2020-06-16
59,Orange,8999,240,233,12,2020-06-16
61,Placer,411,21,9,0,2020-06-16
63,Plumas,5,0,0,0,2020-06-16
65,Riverside,11694,409,395,11,2020-06-16
67,Sacramento,1825,31,63,0,2020-06-16
69,San Benito,136,7,2,0,2020-06-16
71,San Bernardino,7796,281,228,0,2020-06-16
73,San Diego,9730,120,323,3,2020-06-16
75,San Francisco,2971,19,46,1,2020-06-16
77,San Joaquin,1781,64,45,3,2020-06-16
79,San Luis Obispo,356,9,1,0,2020-06-16
81,San Mateo,2625,31,99,0,2020-06-16
83,Santa Barbara,2115,46,22,4,2020-06-16
85,Santa Clara,3254,24,151,0,2020-06-16
87,Santa Cruz,260,3,2,0,2020-06-16
89,Shasta,51,0,4,0,2020-06-16
91,Sierra,1,0,0,0,2020-06-16
93,Siskiyou,20,2,0,0,2020-06-16
95,Solano,687,2,23,0,2020-06-16
97,Sonoma,765,0,4,0,2020-06-16
99,Stanislaus,1267,25,35,0,2020-06-16
101,Sutter,89,1,3,0,2020-06-16
103,Tehama,28,1,1,0,2020-06-16
105,Trinity,2,0,0,0,2020-06-16
107,Tulare,2798,134,98,0,2020-06-16
109,Tuolumne,9,0,0,0,2020-06-16
111,Ventura,1655,22,41,0,2020-06-16
113,Yolo,265,10,24,0,2020-06-16
115,Yuba,37,1,1,0,2020-06-16
1,Alameda,4373,53,112,0,2020-06-15
3,Alpine,1,0,0,0,2020-06-15
5,Amador,11,1,0,0,2020-06-15
7,Butte,82,8,1,0,2020-06-15
9,Calaveras,26,0,0,0,2020-06-15
11,Colusa,7,0,0,0,2020-06-15
13,Contra Costa,1976,28,44,0,2020-06-15
15,Del Norte,47,0,0,0,2020-06-15
17,El Dorado,117,4,0,0,2020-06-15
19,Fresno,2706,159,55,3,2020-06-15
21,Glenn,32,8,0,0,2020-06-15
23,Humboldt,106,0,4,0,2020-06-15
25,Imperial,4298,141,47,4,2020-06-15
27,Inyo,24,2,1,0,2020-06-15
29,Kern,3367,86,53,0,2020-06-15
31,Kings,1831,26,8,2,2020-06-15
33,Lake,34,2,0,0,2020-06-15
35,Lassen,9,0,0,0,2020-06-15
37,Los Angeles,73832,809,2926,19,2020-06-15
39,Madera,226,28,3,0,2020-06-15
41,Marin,751,21,17,0,2020-06-15
43,Mariposa,17,1,1,0,2020-06-15
45,Mendocino,45,7,0,0,2020-06-15
47,Merced,409,0,7,0,2020-06-15
49,Modoc,0,0,0,0,2020-06-15
51,Mono,37,0,1,0,2020-06-15
53,Monterey,995,46,12,0,2020-06-15
55,Napa,190,7,3,0,2020-06-15
57,Nevada,55,3,1,0,2020-06-15
59,Orange,8759,186,221,0,2020-06-15
61,Placer,390,18,9,0,2020-06-15
63,Plumas,5,1,0,0,2020-06-15
65,Riverside,11285,795,384,1,2020-06-15
67,Sacramento,1794,41,63,0,2020-06-15
69,San Benito,129,4,2,0,2020-06-15
71,San Bernardino,7515,156,228,0,2020-06-15
73,San Diego,9610,170,320,1,2020-06-15
75,San Francisco,2952,24,45,0,2020-06-15
77,San Joaquin,1717,31,42,0,2020-06-15
79,San Luis Obispo,347,23,1,0,2020-06-15
81,San Mateo,2594,41,99,0,2020-06-15
83,Santa Barbara,2069,98,18,0,2020-06-15
85,Santa Clara,3230,33,151,0,2020-06-15
87,Santa Cruz,257,0,2,0,2020-06-15
89,Shasta,51,1,4,0,2020-06-15
91,Sierra,1,0,0,0,2020-06-15
93,Siskiyou,18,2,0,0,2020-06-15
95,Solano,685,28,23,0,2020-06-15
97,Sonoma,765,7,4,0,2020-06-15
99,Stanislaus,1242,30,35,1,2020-06-15
101,Sutter,88,2,3,1,2020-06-15
103,Tehama,27,6,1,0,2020-06-15
105,Trinity,2,0,0,0,2020-06-15
107,Tulare,2664,100,98,0,2020-06-15
109,Tuolumne,9,0,0,0,2020-06-15
111,Ventura,1633,115,41,1,2020-06-15
113,Yolo,255,2,24,0,2020-06-15
115,Yuba,36,1,1,0,2020-06-15
1,Alameda,4320,103,112,3,2020-06-14
3,Alpine,1,0,0,0,2020-06-14
5,Amador,10,0,0,0,2020-06-14
7,Butte,74,0,1,0,2020-06-14
9,Calaveras,26,0,0,0,2020-06-14
11,Colusa,7,0,0,0,2020-06-14
13,Contra Costa,1948,45,44,0,2020-06-14
15,Del Norte,47,0,0,0,2020-06-14
17,El Dorado,113,0,0,0,2020-06-14
19,Fresno,2547,0,52,0,2020-06-14
21,Glenn,24,0,0,0,2020-06-14
23,Humboldt,106,0,4,0,2020-06-14
25,Imperial,4157,0,43,0,2020-06-14
27,Inyo,22,0,1,0,2020-06-14
29,Kern,3281,86,53,0,2020-06-14
31,Kings,1805,46,6,0,2020-06-14
33,Lake,32,0,0,0,2020-06-14
35,Lassen,9,0,0,0,2020-06-14
37,Los Angeles,73023,957,2907,13,2020-06-14
39,Madera,198,0,3,0,2020-06-14
41,Marin,730,17,17,0,2020-06-14
43,Mariposa,16,0,1,0,2020-06-14
45,Mendocino,38,0,0,0,2020-06-14
47,Merced,409,0,7,0,2020-06-14
49,Modoc,0,0,0,0,2020-06-14
51,Mono,37,0,1,0,2020-06-14
53,Monterey,949,50,12,1,2020-06-14
55,Napa,183,0,3,0,2020-06-14
57,Nevada,52,0,1,0,2020-06-14
59,Orange,8573,304,221,4,2020-06-14
61,Placer,372,14,9,0,2020-06-14
63,Plumas,4,0,0,0,2020-06-14
65,Riverside,10490,0,383,0,2020-06-14
67,Sacramento,1753,37,63,0,2020-06-14
69,San Benito,125,4,2,0,2020-06-14
71,San Bernardino,7359,198,228,0,2020-06-14
73,San Diego,9440,126,319,0,2020-06-14
75,San Francisco,2928,22,45,1,2020-06-14
77,San Joaquin,1686,99,42,0,2020-06-14
79,San Luis Obispo,324,0,1,0,2020-06-14
81,San Mateo,2553,20,99,0,2020-06-14
83,Santa Barbara,1971,0,18,0,2020-06-14
85,Santa Clara,3197,40,151,1,2020-06-14
87,Santa Cruz,257,2,2,0,2020-06-14
89,Shasta,50,1,4,0,2020-06-14
91,Sierra,1,0,0,0,2020-06-14
93,Siskiyou,16,1,0,0,2020-06-14
95,Solano,657,0,23,0,2020-06-14
97,Sonoma,758,6,4,0,2020-06-14
99,Stanislaus,1212,102,34,0,2020-06-14
101,Sutter,86,3,2,0,2020-06-14
103,Tehama,21,0,1,0,2020-06-14
105,Trinity,2,0,0,0,2020-06-14
107,Tulare,2564,0,98,0,2020-06-14
109,Tuolumne,9,1,0,0,2020-06-14
111,Ventura,1518,0,40,0,2020-06-14
113,Yolo,253,1,24,0,2020-06-14
115,Yuba,35,0,1,0,2020-06-14
1,Alameda,4217,1,109,0,2020-06-13
3,Alpine,1,0,0,0,2020-06-13
5,Amador,10,0,0,0,2020-06-13
7,Butte,74,0,1,0,2020-06-13
9,Calaveras,26,0,0,0,2020-06-13
11,Colusa,7,0,0,0,2020-06-13
13,Contra Costa,1903,40,44,0,2020-06-13
15,Del Norte,47,0,0,0,2020-06-13
17,El Dorado,113,0,0,0,2020-06-13
19,Fresno,2547,69,52,0,2020-06-13
21,Glenn,24,0,0,0,2020-06-13
23,Humboldt,106,0,4,0,2020-06-13
25,Imperial,4157,433,43,0,2020-06-13
27,Inyo,22,0,1,0,2020-06-13
29,Kern,3195,65,53,0,2020-06-13
31,Kings,1759,18,6,0,2020-06-13
33,Lake,32,0,0,0,2020-06-13
35,Lassen,9,0,0,0,2020-06-13
37,Los Angeles,72066,1532,2894,60,2020-06-13
39,Madera,198,0,3,0,2020-06-13
41,Marin,713,21,17,0,2020-06-13
43,Mariposa,16,0,1,0,2020-06-13
45,Mendocino,38,0,0,0,2020-06-13
47,Merced,409,0,7,0,2020-06-13
49,Modoc,0,0,0,0,2020-06-13
51,Mono,37,0,1,0,2020-06-13
53,Monterey,899,34,11,0,2020-06-13
55,Napa,183,15,3,0,2020-06-13
57,Nevada,52,0,1,0,2020-06-13
59,Orange,8269,116,217,7,2020-06-13
61,Placer,358,14,9,0,2020-06-13
63,Plumas,4,0,0,0,2020-06-13
65,Riverside,10490,0,383,0,2020-06-13
67,Sacramento,1716,12,63,0,2020-06-13
69,San Benito,121,3,2,0,2020-06-13
71,San Bernardino,7161,185,228,0,2020-06-13
73,San Diego,9314,184,319,6,2020-06-13
75,San Francisco,2906,29,44,0,2020-06-13
77,San Joaquin,1587,147,42,0,2020-06-13
79,San Luis Obispo,324,0,1,0,2020-06-13
81,San Mateo,2533,0,99,0,2020-06-13
83,Santa Barbara,1971,0,18,0,2020-06-13
85,Santa Clara,3157,40,150,0,2020-06-13
87,Santa Cruz,255,1,2,0,2020-06-13
89,Shasta,49,1,4,0,2020-06-13
91,Sierra,1,0,0,0,2020-06-13
93,Siskiyou,15,0,0,0,2020-06-13
95,Solano,657,0,23,0,2020-06-13
97,Sonoma,752,30,4,0,2020-06-13
99,Stanislaus,1110,20,34,0,2020-06-13
101,Sutter,83,5,2,0,2020-06-13
103,Tehama,21,0,1,0,2020-06-13
105,Trinity,2,0,0,0,2020-06-13
107,Tulare,2564,0,98,0,2020-06-13
109,Tuolumne,8,0,0,0,2020-06-13
111,Ventura,1518,0,40,0,2020-06-13
113,Yolo,252,4,24,0,2020-06-13
115,Yuba,35,0,1,0,2020-06-13
1,Alameda,4216,96,109,1,2020-06-12
3,Alpine,1,0,0,0,2020-06-12
5,Amador,10,0,0,0,2020-06-12
7,Butte,74,1,1,0,2020-06-12
9,Calaveras,26,1,0,0,2020-06-12
11,Colusa,7,0,0,0,2020-06-12
13,Contra Costa,1863,34,44,0,2020-06-12
15,Del Norte,47,0,0,0,2020-06-12
17,El Dorado,113,2,0,0,2020-06-12
19,Fresno,2478,83,52,1,2020-06-12
21,Glenn,24,0,0,0,2020-06-12
23,Humboldt,106,1,4,0,2020-06-12
25,Imperial,3724,319,43,0,2020-06-12
27,Inyo,22,0,1,0,2020-06-12
29,Kern,3130,114,53,2,2020-06-12
31,Kings,1741,17,6,0,2020-06-12
33,Lake,32,1,0,0,2020-06-12
35,Lassen,9,0,0,0,2020-06-12
37,Los Angeles,70534,1575,2834,16,2020-06-12
39,Madera,198,10,3,0,2020-06-12
41,Marin,692,28,17,0,2020-06-12
43,Mariposa,16,0,1,0,2020-06-12
45,Mendocino,38,2,0,0,2020-06-12
47,Merced,409,18,7,0,2020-06-12
49,Modoc,0,0,0,0,2020-06-12
51,Mono,37,0,1,0,2020-06-12
53,Monterey,865,51,11,0,2020-06-12
55,Napa,168,5,3,0,2020-06-12
57,Nevada,52,0,1,0,2020-06-12
59,Orange,8153,166,210,8,2020-06-12
61,Placer,344,17,9,0,2020-06-12
63,Plumas,4,0,0,0,2020-06-12
65,Riverside,10490,250,383,6,2020-06-12
67,Sacramento,1704,34,63,0,2020-06-12
69,San Benito,118,6,2,0,2020-06-12
71,San Bernardino,6976,234,228,1,2020-06-12
73,San Diego,9130,132,313,5,2020-06-12
75,San Francisco,2877,37,44,0,2020-06-12
77,San Joaquin,1440,43,42,0,2020-06-12
79,San Luis Obispo,324,7,1,0,2020-06-12
81,San Mateo,2533,39,99,6,2020-06-12
83,Santa Barbara,1971,61,18,2,2020-06-12
85,Santa Clara,3117,54,150,2,2020-06-12
87,Santa Cruz,254,5,2,0,2020-06-12
89,Shasta,48,0,4,0,2020-06-12
91,Sierra,1,0,0,0,2020-06-12
93,Siskiyou,15,1,0,0,2020-06-12
95,Solano,657,14,23,0,2020-06-12
97,Sonoma,722,21,4,0,2020-06-12
99,Stanislaus,1090,18,34,1,2020-06-12
101,Sutter,78,9,2,0,2020-06-12
103,Tehama,21,9,1,0,2020-06-12
105,Trinity,2,0,0,0,2020-06-12
107,Tulare,2564,89,98,0,2020-06-12
109,Tuolumne,8,0,0,0,2020-06-12
111,Ventura,1518,52,40,2,2020-06-12
113,Yolo,248,8,24,0,2020-06-12
115,Yuba,35,1,1,0,2020-06-12
1,Alameda,4120,87,108,3,2020-06-11
3,Alpine,1,0,0,0,2020-06-11
5,Amador,10,0,0,0,2020-06-11
7,Butte,73,0,1,0,2020-06-11
9,Calaveras,25,4,0,0,2020-06-11
11,Colusa,7,0,0,0,2020-06-11
13,Contra Costa,1829,33,44,1,2020-06-11
15,Del Norte,47,0,0,0,2020-06-11
17,El Dorado,111,0,0,0,2020-06-11
19,Fresno,2395,77,51,2,2020-06-11
21,Glenn,24,1,0,0,2020-06-11
23,Humboldt,105,0,4,0,2020-06-11
25,Imperial,3405,19,43,2,2020-06-11
27,Inyo,22,0,1,0,2020-06-11
29,Kern,3016,74,51,0,2020-06-11
31,Kings,1724,36,6,0,2020-06-11
33,Lake,31,1,0,0,2020-06-11
35,Lassen,9,0,0,0,2020-06-11
37,Los Angeles,68959,1848,2818,50,2020-06-11
39,Madera,188,10,3,0,2020-06-11
41,Marin,664,13,17,0,2020-06-11
43,Mariposa,16,0,1,0,2020-06-11
45,Mendocino,36,0,0,0,2020-06-11
47,Merced,391,4,7,0,2020-06-11
49,Modoc,0,0,0,0,2020-06-11
51,Mono,37,0,1,0,2020-06-11
53,Monterey,814,23,11,0,2020-06-11
55,Napa,163,2,3,0,2020-06-11
57,Nevada,52,2,1,0,2020-06-11
59,Orange,7987,250,202,4,2020-06-11
61,Placer,327,13,9,0,2020-06-11
63,Plumas,4,0,0,0,2020-06-11
65,Riverside,10240,329,377,5,2020-06-11
67,Sacramento,1670,28,63,1,2020-06-11
69,San Benito,112,3,2,0,2020-06-11
71,San Bernardino,6742,149,227,2,2020-06-11
73,San Diego,8998,161,308,3,2020-06-11
75,San Francisco,2840,31,44,0,2020-06-11
77,San Joaquin,1397,86,42,2,2020-06-11
79,San Luis Obispo,317,11,1,0,2020-06-11
81,San Mateo,2494,19,93,0,2020-06-11
83,Santa Barbara,1910,46,16,0,2020-06-11
85,Santa Clara,3063,31,148,2,2020-06-11
87,Santa Cruz,249,10,2,0,2020-06-11
89,Shasta,48,1,4,0,2020-06-11
91,Sierra,1,0,0,0,2020-06-11
93,Siskiyou,14,0,0,0,2020-06-11
95,Solano,643,26,23,0,2020-06-11
97,Sonoma,701,30,4,0,2020-06-11
99,Stanislaus,1072,49,33,0,2020-06-11
101,Sutter,69,2,2,0,2020-06-11
103,Tehama,12,0,1,0,2020-06-11
105,Trinity,2,0,0,0,2020-06-11
107,Tulare,2475,43,98,2,2020-06-11
109,Tuolumne,8,1,0,0,2020-06-11
111,Ventura,1466,62,38,0,2020-06-11
113,Yolo,240,13,24,0,2020-06-11
115,Yuba,34,1,1,0,2020-06-11
1,Alameda,4033,48,105,3,2020-06-10
3,Alpine,1,0,0,0,2020-06-10
5,Amador,10,0,0,0,2020-06-10
7,Butte,73,2,1,0,2020-06-10
9,Calaveras,21,0,0,0,2020-06-10
11,Colusa,7,0,0,0,2020-06-10
13,Contra Costa,1796,21,43,0,2020-06-10
15,Del Norte,47,0,0,0,2020-06-10
17,El Dorado,111,0,0,0,2020-06-10
19,Fresno,2318,32,49,1,2020-06-10
21,Glenn,23,2,0,0,2020-06-10
23,Humboldt,105,0,4,0,2020-06-10
25,Imperial,3386,253,41,3,2020-06-10
27,Inyo,22,0,1,0,2020-06-10
29,Kern,2942,72,51,4,2020-06-10
31,Kings,1688,51,6,0,2020-06-10
33,Lake,30,0,0,0,2020-06-10
35,Lassen,9,0,0,0,2020-06-10
37,Los Angeles,67111,1154,2768,58,2020-06-10
39,Madera,178,4,3,0,2020-06-10
41,Marin,651,16,17,0,2020-06-10
43,Mariposa,16,0,1,0,2020-06-10
45,Mendocino,36,0,0,0,2020-06-10
47,Merced,387,15,7,0,2020-06-10
49,Modoc,0,0,0,0,2020-06-10
51,Mono,37,0,1,0,2020-06-10
53,Monterey,791,28,11,0,2020-06-10
55,Napa,161,4,3,0,2020-06-10
57,Nevada,50,0,1,0,2020-06-10
59,Orange,7737,123,198,13,2020-06-10
61,Placer,314,10,9,0,2020-06-10
63,Plumas,4,0,0,0,2020-06-10
65,Riverside,9911,321,372,7,2020-06-10
67,Sacramento,1642,18,62,1,2020-06-10
69,San Benito,109,0,2,0,2020-06-10
71,San Bernardino,6593,176,225,4,2020-06-10
73,San Diego,8837,108,305,4,2020-06-10
75,San Francisco,2809,16,44,0,2020-06-10
77,San Joaquin,1311,53,40,1,2020-06-10
79,San Luis Obispo,306,4,1,0,2020-06-10
81,San Mateo,2475,38,93,0,2020-06-10
83,Santa Barbara,1864,17,16,1,2020-06-10
85,Santa Clara,3032,15,146,0,2020-06-10
87,Santa Cruz,239,5,2,0,2020-06-10
89,Shasta,47,0,4,0,2020-06-10
91,Sierra,1,0,0,0,2020-06-10
93,Siskiyou,14,0,0,0,2020-06-10
95,Solano,617,7,23,0,2020-06-10
97,Sonoma,671,0,4,0,2020-06-10
99,Stanislaus,1023,32,33,0,2020-06-10
101,Sutter,67,1,2,0,2020-06-10
103,Tehama,12,1,1,0,2020-06-10
105,Trinity,2,0,0,0,2020-06-10
107,Tulare,2432,51,96,2,2020-06-10
109,Tuolumne,7,0,0,0,2020-06-10
111,Ventura,1404,23,38,3,2020-06-10
113,Yolo,227,1,24,0,2020-06-10
115,Yuba,33,1,1,0,2020-06-10
1,Alameda,3985,40,102,1,2020-06-09
3,Alpine,1,0,0,0,2020-06-09
5,Amador,10,0,0,0,2020-06-09
7,Butte,71,3,1,0,2020-06-09
9,Calaveras,21,2,0,0,2020-06-09
11,Colusa,7,0,0,0,2020-06-09
13,Contra Costa,1775,68,43,3,2020-06-09
15,Del Norte,47,0,0,0,2020-06-09
17,El Dorado,111,2,0,0,2020-06-09
19,Fresno,2286,70,48,2,2020-06-09
21,Glenn,21,2,0,0,2020-06-09
23,Humboldt,105,0,4,0,2020-06-09
25,Imperial,3133,120,38,0,2020-06-09
27,Inyo,22,0,1,0,2020-06-09
29,Kern,2870,76,47,0,2020-06-09
31,Kings,1637,70,6,0,2020-06-09
33,Lake,30,0,0,0,2020-06-09
35,Lassen,9,1,0,0,2020-06-09
37,Los Angeles,65957,1258,2710,54,2020-06-09
39,Madera,174,2,3,0,2020-06-09
41,Marin,635,0,17,0,2020-06-09
43,Mariposa,16,0,1,0,2020-06-09
45,Mendocino,36,0,0,0,2020-06-09
47,Merced,372,5,7,0,2020-06-09
49,Modoc,0,0,0,0,2020-06-09
51,Mono,37,0,1,0,2020-06-09
53,Monterey,763,12,11,1,2020-06-09
55,Napa,157,4,3,0,2020-06-09
57,Nevada,50,0,1,0,2020-06-09
59,Orange,7614,87,185,8,2020-06-09
61,Placer,304,10,9,0,2020-06-09
63,Plumas,4,0,0,0,2020-06-09
65,Riverside,9590,384,365,9,2020-06-09
67,Sacramento,1624,36,61,0,2020-06-09
69,San Benito,109,0,2,0,2020-06-09
71,San Bernardino,6417,170,221,0,2020-06-09
73,San Diego,8729,110,301,5,2020-06-09
75,San Francisco,2793,14,44,1,2020-06-09
77,San Joaquin,1258,60,39,2,2020-06-09
79,San Luis Obispo,302,3,1,0,2020-06-09
81,San Mateo,2437,43,93,5,2020-06-09
83,Santa Barbara,1847,30,15,0,2020-06-09
85,Santa Clara,3017,44,146,1,2020-06-09
87,Santa Cruz,234,0,2,0,2020-06-09
89,Shasta,47,1,4,0,2020-06-09
91,Sierra,1,0,0,0,2020-06-09
93,Siskiyou,14,2,0,0,2020-06-09
95,Solano,610,20,23,0,2020-06-09
97,Sonoma,671,18,4,0,2020-06-09
99,Stanislaus,991,54,33,0,2020-06-09
101,Sutter,66,1,2,0,2020-06-09
103,Tehama,11,1,1,0,2020-06-09
105,Trinity,2,0,0,0,2020-06-09
107,Tulare,2381,161,94,0,2020-06-09
109,Tuolumne,7,0,0,0,2020-06-09
111,Ventura,1381,40,35,0,2020-06-09
113,Yolo,226,1,24,0,2020-06-09
115,Yuba,32,0,1,0,2020-06-09
1,Alameda,3945,71,101,0,2020-06-08
3,Alpine,1,0,0,0,2020-06-08
5,Amador,10,0,0,0,2020-06-08
7,Butte,68,3,1,0,2020-06-08
9,Calaveras,19,0,0,0,2020-06-08
11,Colusa,7,0,0,0,2020-06-08
13,Contra Costa,1707,40,40,1,2020-06-08
15,Del Norte,47,0,0,0,2020-06-08
17,El Dorado,109,3,0,0,2020-06-08
19,Fresno,2216,94,46,3,2020-06-08
21,Glenn,19,1,0,0,2020-06-08
23,Humboldt,105,1,4,0,2020-06-08
25,Imperial,3013,445,38,5,2020-06-08
27,Inyo,22,0,1,0,2020-06-08
29,Kern,2794,74,47,2,2020-06-08
31,Kings,1567,29,6,0,2020-06-08
33,Lake,30,0,0,0,2020-06-08
35,Lassen,8,2,0,0,2020-06-08
37,Los Angeles,64699,849,2656,10,2020-06-08
39,Madera,172,9,3,0,2020-06-08
41,Marin,635,46,17,0,2020-06-08
43,Mariposa,16,0,1,0,2020-06-08
45,Mendocino,36,3,0,0,2020-06-08
47,Merced,367,33,7,0,2020-06-08
49,Modoc,0,0,0,0,2020-06-08
51,Mono,37,0,1,0,2020-06-08
53,Monterey,751,19,10,0,2020-06-08
55,Napa,153,12,3,0,2020-06-08
57,Nevada,50,0,1,0,2020-06-08
59,Orange,7527,87,177,0,2020-06-08
61,Placer,294,10,9,0,2020-06-08
63,Plumas,4,0,0,0,2020-06-08
65,Riverside,9206,429,356,1,2020-06-08
67,Sacramento,1588,19,61,2,2020-06-08
69,San Benito,109,2,2,0,2020-06-08
71,San Bernardino,6247,207,221,0,2020-06-08
73,San Diego,8619,143,296,0,2020-06-08
75,San Francisco,2779,32,43,0,2020-06-08
77,San Joaquin,1198,28,37,0,2020-06-08
79,San Luis Obispo,299,8,1,0,2020-06-08
81,San Mateo,2394,64,88,0,2020-06-08
83,Santa Barbara,1817,30,15,0,2020-06-08
85,Santa Clara,2973,31,145,1,2020-06-08
87,Santa Cruz,234,3,2,0,2020-06-08
89,Shasta,46,2,4,0,2020-06-08
91,Sierra,1,0,0,0,2020-06-08
93,Siskiyou,12,0,0,0,2020-06-08
95,Solano,590,24,23,0,2020-06-08
97,Sonoma,653,11,4,0,2020-06-08
99,Stanislaus,937,36,33,0,2020-06-08
101,Sutter,65,7,2,0,2020-06-08
103,Tehama,10,1,1,0,2020-06-08
105,Trinity,2,0,0,0,2020-06-08
107,Tulare,2220,104,94,2,2020-06-08
109,Tuolumne,7,0,0,0,2020-06-08
111,Ventura,1341,80,35,0,2020-06-08
113,Yolo,225,2,24,0,2020-06-08
115,Yuba,32,0,1,0,2020-06-08
1,Alameda,3874,69,101,0,2020-06-07
3,Alpine,1,0,0,0,2020-06-07
5,Amador,10,0,0,0,2020-06-07
7,Butte,65,0,1,0,2020-06-07
9,Calaveras,19,0,0,0,2020-06-07
11,Colusa,7,0,0,0,2020-06-07
13,Contra Costa,1667,37,39,1,2020-06-07
15,Del Norte,47,0,0,0,2020-06-07
17,El Dorado,106,0,0,0,2020-06-07
19,Fresno,2122,0,43,0,2020-06-07
21,Glenn,18,0,0,0,2020-06-07
23,Humboldt,104,0,4,0,2020-06-07
25,Imperial,2568,0,33,0,2020-06-07
27,Inyo,22,0,1,0,2020-06-07
29,Kern,2720,70,45,0,2020-06-07
31,Kings,1538,46,6,0,2020-06-07
33,Lake,30,0,0,0,2020-06-07
35,Lassen,6,0,0,0,2020-06-07
37,Los Angeles,63850,1461,2646,22,2020-06-07
39,Madera,163,0,3,0,2020-06-07
41,Marin,589,18,17,0,2020-06-07
43,Mariposa,16,0,1,0,2020-06-07
45,Mendocino,33,0,0,0,2020-06-07
47,Merced,334,0,7,0,2020-06-07
49,Modoc,0,0,0,0,2020-06-07
51,Mono,37,0,1,0,2020-06-07
53,Monterey,732,65,10,0,2020-06-07
55,Napa,141,0,3,0,2020-06-07
57,Nevada,50,0,1,0,2020-06-07
59,Orange,7440,119,177,1,2020-06-07
61,Placer,284,9,9,0,2020-06-07
63,Plumas,4,0,0,0,2020-06-07
65,Riverside,8777,0,355,0,2020-06-07
67,Sacramento,1569,32,59,0,2020-06-07
69,San Benito,107,2,2,0,2020-06-07
71,San Bernardino,6040,0,221,0,2020-06-07
73,San Diego,8476,131,296,0,2020-06-07
75,San Francisco,2747,35,43,0,2020-06-07
77,San Joaquin,1170,45,37,0,2020-06-07
79,San Luis Obispo,291,0,1,0,2020-06-07
81,San Mateo,2330,0,88,0,2020-06-07
83,Santa Barbara,1787,0,15,0,2020-06-07
85,Santa Clara,2942,22,144,1,2020-06-07
87,Santa Cruz,231,5,2,0,2020-06-07
89,Shasta,44,2,4,0,2020-06-07
91,Sierra,1,0,0,0,2020-06-07
93,Siskiyou,12,3,0,0,2020-06-07
95,Solano,566,0,23,0,2020-06-07
97,Sonoma,642,18,4,0,2020-06-07
99,Stanislaus,901,36,33,0,2020-06-07
101,Sutter,58,3,2,0,2020-06-07
103,Tehama,9,1,1,0,2020-06-07
105,Trinity,2,0,0,0,2020-06-07
107,Tulare,2116,0,92,0,2020-06-07
109,Tuolumne,7,0,0,0,2020-06-07
111,Ventura,1261,0,35,0,2020-06-07
113,Yolo,223,2,24,0,2020-06-07
115,Yuba,32,0,1,0,2020-06-07
1,Alameda,3805,80,101,0,2020-06-06
3,Alpine,1,0,0,0,2020-06-06
5,Amador,10,0,0,0,2020-06-06
7,Butte,65,0,1,0,2020-06-06
9,Calaveras,19,0,0,0,2020-06-06
11,Colusa,7,0,0,0,2020-06-06
13,Contra Costa,1630,38,38,0,2020-06-06
15,Del Norte,47,0,0,0,2020-06-06
17,El Dorado,106,0,0,0,2020-06-06
19,Fresno,2122,42,43,0,2020-06-06
21,Glenn,18,0,0,0,2020-06-06
23,Humboldt,104,0,4,0,2020-06-06
25,Imperial,2568,0,33,0,2020-06-06
27,Inyo,22,2,1,0,2020-06-06
29,Kern,2650,116,45,0,2020-06-06
31,Kings,1492,9,6,0,2020-06-06
33,Lake,30,0,0,0,2020-06-06
35,Lassen,6,0,0,0,2020-06-06
37,Los Angeles,62389,1315,2624,57,2020-06-06
39,Madera,163,8,3,0,2020-06-06
41,Marin,571,20,17,0,2020-06-06
43,Mariposa,16,0,1,0,2020-06-06
45,Mendocino,33,0,0,0,2020-06-06
47,Merced,334,0,7,0,2020-06-06
49,Modoc,0,0,0,0,2020-06-06
51,Mono,37,0,1,0,2020-06-06
53,Monterey,667,27,10,0,2020-06-06
55,Napa,141,12,3,0,2020-06-06
