county_id,county_name,confirmed_cases,new_confirmed_cases,deaths,new_deaths,date
25,Imperial,10035,78,257,0,2020-08-14
27,Inyo,127,5,5,0,2020-08-14
29,Kern,25888,389,204,17,2020-08-14
31,Kings,5310,67,64,0,2020-08-14
33,Lake,268,1,2,0,2020-08-14
35,Lassen,695,1,0,0,2020-08-14
37,Los Angeles,218831,2518,5215,43,2020-08-14
39,Madera,2924,71,47,1,2020-08-14
41,Marin,5709,40,82,0,2020-08-14
43,Mariposa,64,1,2,0,2020-08-14
45,Mendocino,529,16,10,0,2020-08-14
47,Merced,6777,216,89,0,2020-08-14
49,Modoc,5,0,0,0,2020-08-14
51,Mono,160,0,1,0,2020-08-14
53,Monterey,5890,87,41,1,2020-08-14
55,Napa,1206,36,11,0,2020-08-14
57,Nevada,372,10,2,1,2020-08-14
59,Orange,42854,683,789,20,2020-08-14
61,Placer,2543,57,27,0,2020-08-14
63,Plumas,39,0,0,0,2020-08-14
65,Riverside,45662,983,881,2,2020-08-14
67,Sacramento,13615,399,199,5,2020-08-14
69,San Benito,815,23,4,0,2020-08-14
71,San Bernardino,39374,704,561,3,2020-08-14
73,San Diego,34065,406,622,7,2020-08-14
75,San Francisco,8053,109,69,2,2020-08-14
77,San Joaquin,14651,375,261,16,2020-08-14
79,San Luis Obispo,2439,115,18,0,2020-08-14
81,San Mateo,6803,163,126,4,2020-08-14
83,Santa Barbara,7274,126,77,2,2020-08-14
85,Santa Clara,13865,525,208,0,2020-08-14
87,Santa Cruz,1371,14,6,0,2020-08-14
89,Shasta,488,9,10,0,2020-08-14
91,Sierra,6,1,0,0,2020-08-14
93,Siskiyou,111,1,0,0,2020-08-14
95,Solano,4596,62,41,0,2020-08-14
97,Sonoma,4157,298,51,0,2020-08-14
99,Stanislaus,11953,271,195,8,2020-08-14
101,Sutter,1091,21,7,0,2020-08-14
103,Tehama,312,7,1,0,2020-08-14
105,Trinity,8,2,0,0,2020-08-14
107,Tulare,12105,258,205,0,2020-08-14
109,Tuolumne,160,0,2,0,2020-08-14
111,Ventura,9090,181,95,1,2020-08-14
113,Yolo,1966,39,46,1,2020-08-14
115,Yuba,740,13,4,0,2020-08-14
1,Alameda,14229,130,216,4,2020-08-13
3,Alpine,2,0,0,0,2020-08-13
5,Amador,207,9,11,1,2020-08-13
7,Butte,1321,16,12,4,2020-08-13
9,Calaveras,161,0,1,0,2020-08-13
11,Colusa,401,4,5,0,2020-08-13
13,Contra Costa,10482,379,151,2,2020-08-13
15,Del Norte,105,1,0,0,2020-08-13
17,El Dorado,802,9,2,0,2020-08-13
19,Fresno,18690,346,191,0,2020-08-13
21,Glenn,404,1,3,0,2020-08-13
23,Humboldt,302,3,4,0,2020-08-13
25,Imperial,9957,38,257,5,2020-08-13
27,Inyo,122,7,5,0,2020-08-13
29,Kern,25499,320,187,4,2020-08-13
31,Kings,5243,116,64,2,2020-08-13
33,Lake,267,7,2,0,2020-08-13
35,Lassen,694,0,0,0,2020-08-13
37,Los Angeles,216313,2030,5172,60,2020-08-13
39,Madera,2853,94,46,2,2020-08-13
41,Marin,5669,86,82,1,2020-08-13
43,Mariposa,63,0,2,0,2020-08-13
45,Mendocino,513,24,10,0,2020-08-13
47,Merced,6561,337,89,15,2020-08-13
49,Modoc,5,0,0,0,2020-08-13
51,Mono,160,0,1,0,2020-08-13
53,Monterey,5803,175,40,1,2020-08-13
55,Napa,1170,28,11,0,2020-08-13
57,Nevada,362,7,1,0,2020-08-13
59,Orange,42171,348,769,24,2020-08-13
61,Placer,2486,73,27,1,2020-08-13
63,Plumas,39,1,0,0,2020-08-13
65,Riverside,44679,696,879,26,2020-08-13
67,Sacramento,13216,738,194,8,2020-08-13
69,San Benito,792,19,4,0,2020-08-13
71,San Bernardino,38670,380,558,3,2020-08-13
73,San Diego,33659,266,615,7,2020-08-13
75,San Francisco,7944,110,67,0,2020-08-13
77,San Joaquin,14276,250,245,6,2020-08-13
79,San Luis Obispo,2324,24,18,1,2020-08-13
81,San Mateo,6640,105,122,0,2020-08-13
83,Santa Barbara,7148,65,75,2,2020-08-13
85,Santa Clara,13340,281,208,1,2020-08-13
87,Santa Cruz,1357,41,6,0,2020-08-13
89,Shasta,479,3,10,0,2020-08-13
91,Sierra,5,0,0,0,2020-08-13
93,Siskiyou,110,2,0,0,2020-08-13
95,Solano,4534,120,41,0,2020-08-13
97,Sonoma,3859,34,51,0,2020-08-13
99,Stanislaus,11682,90,187,5,2020-08-13
101,Sutter,1070,29,7,0,2020-08-13
103,Tehama,305,1,1,0,2020-08-13
105,Trinity,6,0,0,0,2020-08-13
107,Tulare,11847,204,205,0,2020-08-13
109,Tuolumne,160,1,2,0,2020-08-13
111,Ventura,8909,119,94,1,2020-08-13
113,Yolo,1927,9,45,0,2020-08-13
115,Yuba,727,39,4,0,2020-08-13
1,Alameda,14099,435,212,7,2020-08-12
3,Alpine,2,0,0,0,2020-08-12
5,Amador,198,3,10,0,2020-08-12
7,Butte,1305,25,8,0,2020-08-12
9,Calaveras,161,0,1,0,2020-08-12
11,Colusa,397,1,5,0,2020-08-12
13,Contra Costa,10103,316,149,3,2020-08-12
15,Del Norte,104,0,0,0,2020-08-12
17,El Dorado,793,8,2,0,2020-08-12
19,Fresno,18344,366,191,0,2020-08-12
21,Glenn,403,7,3,0,2020-08-12
23,Humboldt,299,6,4,0,2020-08-12
25,Imperial,9919,52,252,8,2020-08-12
27,Inyo,115,2,5,0,2020-08-12
29,Kern,25179,184,183,0,2020-08-12
31,Kings,5127,60,62,0,2020-08-12
33,Lake,260,7,2,0,2020-08-12
35,Lassen,694,11,0,0,2020-08-12
37,Los Angeles,214283,2138,5112,54,2020-08-12
39,Madera,2759,169,44,4,2020-08-12
41,Marin,5583,112,81,0,2020-08-12
43,Mariposa,63,0,2,0,2020-08-12
45,Mendocino,489,11,10,0,2020-08-12
47,Merced,6224,122,74,0,2020-08-12
49,Modoc,5,0,0,0,2020-08-12
51,Mono,160,2,1,0,2020-08-12
53,Monterey,5628,134,39,2,2020-08-12
55,Napa,1142,13,11,0,2020-08-12
57,Nevada,355,0,1,0,2020-08-12
59,Orange,41823,245,745,11,2020-08-12
61,Placer,2413,36,26,2,2020-08-12
63,Plumas,38,1,0,0,2020-08-12
65,Riverside,43983,607,853,29,2020-08-12
67,Sacramento,12478,204,186,7,2020-08-12
69,San Benito,773,6,4,0,2020-08-12
71,San Bernardino,38290,975,555,6,2020-08-12
73,San Diego,33393,236,608,6,2020-08-12
75,San Francisco,7834,142,67,0,2020-08-12
77,San Joaquin,14026,156,239,4,2020-08-12
79,San Luis Obispo,2300,22,17,0,2020-08-12
81,San Mateo,6535,104,122,0,2020-08-12
83,Santa Barbara,7083,9,73,0,2020-08-12
85,Santa Clara,13059,97,207,0,2020-08-12
87,Santa Cruz,1316,29,6,0,2020-08-12
89,Shasta,476,7,10,0,2020-08-12
91,Sierra,5,0,0,0,2020-08-12
93,Siskiyou,108,2,0,0,2020-08-12
95,Solano,4414,76,41,0,2020-08-12
97,Sonoma,3825,0,51,0,2020-08-12
99,Stanislaus,11592,737,182,5,2020-08-12
101,Sutter,1041,22,7,0,2020-08-12
103,Tehama,304,0,1,0,2020-08-12
105,Trinity,6,0,0,0,2020-08-12
107,Tulare,11643,94,205,7,2020-08-12
109,Tuolumne,159,0,2,0,2020-08-12
111,Ventura,8790,50,93,0,2020-08-12
113,Yolo,1918,20,45,0,2020-08-12
115,Yuba,688,10,4,0,2020-08-12
1,Alameda,13664,446,205,0,2020-08-11
3,Alpine,2,0,0,0,2020-08-11
5,Amador,195,10,10,7,2020-08-11
7,Butte,1280,42,8,0,2020-08-11
9,Calaveras,161,14,1,0,2020-08-11
11,Colusa,396,5,5,1,2020-08-11
13,Contra Costa,9787,383,146,7,2020-08-11
15,Del Norte,104,4,0,0,2020-08-11
17,El Dorado,785,30,2,0,2020-08-11
19,Fresno,17978,132,191,20,2020-08-11
21,Glenn,396,36,3,0,2020-08-11
23,Humboldt,293,7,4,0,2020-08-11
25,Imperial,9867,174,244,0,2020-08-11
27,Inyo,113,7,5,2,2020-08-11
29,Kern,24995,555,183,12,2020-08-11
31,Kings,5067,614,62,6,2020-08-11
33,Lake,253,13,2,0,2020-08-11
35,Lassen,683,0,0,0,2020-08-11
37,Los Angeles,212145,1602,5058,60,2020-08-11
39,Madera,2590,127,40,1,2020-08-11
41,Marin,5471,87,81,0,2020-08-11
43,Mariposa,63,1,2,0,2020-08-11
45,Mendocino,478,6,10,0,2020-08-11
47,Merced,6102,366,74,4,2020-08-11
49,Modoc,5,0,0,0,2020-08-11
51,Mono,158,0,1,0,2020-08-11
53,Monterey,5494,48,37,2,2020-08-11
55,Napa,1129,55,11,0,2020-08-11
57,Nevada,355,-2,1,0,2020-08-11
59,Orange,41578,1051,734,10,2020-08-11
61,Placer,2377,58,24,2,2020-08-11
63,Plumas,37,1,0,0,2020-08-11
65,Riverside,43376,1393,824,4,2020-08-11
67,Sacramento,12274,234,179,2,2020-08-11
69,San Benito,767,2,4,0,2020-08-11
71,San Bernardino,37315,1243,549,3,2020-08-11
73,San Diego,33157,182,602,8,2020-08-11
75,San Francisco,7692,69,67,0,2020-08-11
77,San Joaquin,13870,1006,235,12,2020-08-11
79,San Luis Obispo,2278,24,17,1,2020-08-11
81,San Mateo,6431,113,122,2,2020-08-11
83,Santa Barbara,7074,78,73,1,2020-08-11
85,Santa Clara,12962,268,207,2,2020-08-11
87,Santa Cruz,1287,44,6,0,2020-08-11
89,Shasta,469,10,10,0,2020-08-11
91,Sierra,5,1,0,0,2020-08-11
93,Siskiyou,106,4,0,0,2020-08-11
95,Solano,4338,64,41,0,2020-08-11
97,Sonoma,3825,72,51,1,2020-08-11
99,Stanislaus,10855,591,177,8,2020-08-11
101,Sutter,1019,23,7,0,2020-08-11
103,Tehama,304,28,1,0,2020-08-11
105,Trinity,6,1,0,0,2020-08-11
107,Tulare,11549,687,198,2,2020-08-11
109,Tuolumne,159,4,2,0,2020-08-11
111,Ventura,8740,106,93,1,2020-08-11
113,Yolo,1898,64,45,1,2020-08-11
115,Yuba,678,12,4,0,2020-08-11
1,Alameda,13218,19,205,0,2020-08-10
3,Alpine,2,0,0,0,2020-08-10
5,Amador,185,3,3,1,2020-08-10
7,Butte,1238,143,8,0,2020-08-10
9,Calaveras,147,0,1,0,2020-08-10
11,Colusa,391,29,4,0,2020-08-10
13,Contra Costa,9404,222,139,0,2020-08-10
15,Del Norte,100,1,0,0,2020-08-10
17,El Dorado,755,26,2,1,2020-08-10
19,Fresno,17846,556,171,0,2020-08-10
21,Glenn,360,0,3,0,2020-08-10
23,Humboldt,286,4,4,0,2020-08-10
25,Imperial,9693,0,244,0,2020-08-10
27,Inyo,106,17,3,0,2020-08-10
29,Kern,24440,857,171,0,2020-08-10
31,Kings,4453,0,56,0,2020-08-10
33,Lake,240,20,2,0,2020-08-10
35,Lassen,683,45,0,0,2020-08-10
37,Los Angeles,210543,1980,4998,21,2020-08-10
39,Madera,2463,161,39,0,2020-08-10
41,Marin,5384,24,81,2,2020-08-10
43,Mariposa,62,1,2,0,2020-08-10
45,Mendocino,472,22,10,0,2020-08-10
47,Merced,5736,724,70,6,2020-08-10
49,Modoc,5,0,0,0,2020-08-10
51,Mono,158,4,1,0,2020-08-10
53,Monterey,5446,153,35,0,2020-08-10
55,Napa,1074,28,11,1,2020-08-10
57,Nevada,357,35,1,0,2020-08-10
59,Orange,40527,886,724,0,2020-08-10
61,Placer,2319,37,22,1,2020-08-10
63,Plumas,36,2,0,0,2020-08-10
65,Riverside,41983,1531,820,21,2020-08-10
67,Sacramento,12040,1245,177,16,2020-08-10
69,San Benito,765,47,4,0,2020-08-10
71,San Bernardino,36072,360,546,0,2020-08-10
73,San Diego,32975,228,594,0,2020-08-10
75,San Francisco,7623,75,67,0,2020-08-10
77,San Joaquin,12864,561,223,12,2020-08-10
79,San Luis Obispo,2254,161,16,1,2020-08-10
81,San Mateo,6318,208,120,0,2020-08-10
83,Santa Barbara,6996,292,72,3,2020-08-10
85,Santa Clara,12694,740,205,0,2020-08-10
87,Santa Cruz,1243,5,6,0,2020-08-10
89,Shasta,459,41,10,0,2020-08-10
91,Sierra,4,1,0,0,2020-08-10
93,Siskiyou,102,9,0,0,2020-08-10
95,Solano,4274,245,41,1,2020-08-10
97,Sonoma,3753,83,50,3,2020-08-10
99,Stanislaus,10264,301,169,6,2020-08-10
101,Sutter,996,44,7,0,2020-08-10
103,Tehama,276,0,1,0,2020-08-10
105,Trinity,5,0,0,0,2020-08-10
107,Tulare,10862,387,196,0,2020-08-10
109,Tuolumne,155,3,2,0,2020-08-10
111,Ventura,8634,488,92,3,2020-08-10
113,Yolo,1834,75,44,0,2020-08-10
115,Yuba,666,20,4,0,2020-08-10
1,Alameda,13199,121,205,0,2020-08-09
3,Alpine,2,0,0,0,2020-08-09
5,Amador,182,18,2,0,2020-08-09
7,Butte,1095,0,8,0,2020-08-09
9,Calaveras,147,0,1,0,2020-08-09
11,Colusa,362,0,4,0,2020-08-09
13,Contra Costa,9182,160,139,1,2020-08-09
15,Del Norte,99,0,0,0,2020-08-09
17,El Dorado,729,0,1,0,2020-08-09
19,Fresno,17290,0,171,0,2020-08-09
21,Glenn,360,0,3,0,2020-08-09
23,Humboldt,282,0,4,0,2020-08-09
25,Imperial,9693,0,244,0,2020-08-09
27,Inyo,89,0,3,0,2020-08-09
29,Kern,23583,957,171,0,2020-08-09
31,Kings,4453,0,56,0,2020-08-09
33,Lake,220,0,2,0,2020-08-09
35,Lassen,638,0,0,0,2020-08-09
37,Los Angeles,208563,1785,4977,10,2020-08-09
39,Madera,2302,0,39,0,2020-08-09
41,Marin,5360,69,79,0,2020-08-09
43,Mariposa,61,0,2,0,2020-08-09
45,Mendocino,450,19,10,0,2020-08-09
47,Merced,5012,0,64,0,2020-08-09
49,Modoc,5,0,0,0,2020-08-09
51,Mono,154,0,1,0,2020-08-09
53,Monterey,5293,81,35,0,2020-08-09
55,Napa,1046,0,10,0,2020-08-09
57,Nevada,322,0,1,0,2020-08-09
59,Orange,39641,565,724,4,2020-08-09
61,Placer,2282,96,21,1,2020-08-09
63,Plumas,34,0,0,0,2020-08-09
65,Riverside,40452,0,799,0,2020-08-09
67,Sacramento,10795,0,161,0,2020-08-09
69,San Benito,718,3,4,0,2020-08-09
71,San Bernardino,35712,260,546,44,2020-08-09
73,San Diego,32747,417,594,1,2020-08-09
75,San Francisco,7548,116,67,0,2020-08-09
77,San Joaquin,12303,0,211,0,2020-08-09
79,San Luis Obispo,2093,0,15,0,2020-08-09
81,San Mateo,6110,0,120,0,2020-08-09
83,Santa Barbara,6704,0,69,0,2020-08-09
85,Santa Clara,11954,267,205,1,2020-08-09
87,Santa Cruz,1238,0,6,0,2020-08-09
89,Shasta,418,0,10,0,2020-08-09
91,Sierra,3,0,0,0,2020-08-09
93,Siskiyou,93,0,0,0,2020-08-09
95,Solano,4029,0,40,0,2020-08-09
97,Sonoma,3670,114,47,0,2020-08-09
99,Stanislaus,9963,298,163,1,2020-08-09
101,Sutter,952,10,7,0,2020-08-09
103,Tehama,276,0,1,0,2020-08-09
105,Trinity,5,0,0,0,2020-08-09
107,Tulare,10475,0,196,0,2020-08-09
109,Tuolumne,152,0,2,0,2020-08-09
111,Ventura,8146,0,89,0,2020-08-09
113,Yolo,1759,38,44,1,2020-08-09
115,Yuba,646,46,4,0,2020-08-09
1,Alameda,13078,293,205,1,2020-08-08
3,Alpine,2,0,0,0,2020-08-08
5,Amador,164,0,2,0,2020-08-08
7,Butte,1095,0,8,0,2020-08-08
9,Calaveras,147,0,1,0,2020-08-08
11,Colusa,362,0,4,0,2020-08-08
13,Contra Costa,9022,262,138,2,2020-08-08
15,Del Norte,99,0,0,0,2020-08-08
17,El Dorado,729,0,1,0,2020-08-08
19,Fresno,17290,259,171,0,2020-08-08
21,Glenn,360,0,3,0,2020-08-08
23,Humboldt,282,0,4,0,2020-08-08
25,Imperial,9693,64,244,2,2020-08-08
27,Inyo,89,0,3,0,2020-08-08
29,Kern,22626,617,171,11,2020-08-08
31,Kings,4453,0,56,0,2020-08-08
33,Lake,220,0,2,0,2020-08-08
35,Lassen,638,0,0,0,2020-08-08
37,Los Angeles,206778,2520,4967,48,2020-08-08
39,Madera,2302,0,39,0,2020-08-08
41,Marin,5291,5,79,1,2020-08-08
43,Mariposa,61,1,2,0,2020-08-08
45,Mendocino,431,51,10,0,2020-08-08
47,Merced,5012,0,64,0,2020-08-08
49,Modoc,5,0,0,0,2020-08-08
51,Mono,154,1,1,0,2020-08-08
53,Monterey,5212,56,35,0,2020-08-08
55,Napa,1046,0,10,0,2020-08-08
57,Nevada,322,0,1,0,2020-08-08
59,Orange,39076,322,720,16,2020-08-08
61,Placer,2186,87,20,0,2020-08-08
63,Plumas,34,0,0,0,2020-08-08
65,Riverside,40452,0,799,0,2020-08-08
67,Sacramento,10795,0,161,0,2020-08-08
69,San Benito,715,6,4,0,2020-08-08
71,San Bernardino,35452,513,502,5,2020-08-08
73,San Diego,32330,551,593,7,2020-08-08
75,San Francisco,7432,106,67,3,2020-08-08
77,San Joaquin,12303,0,211,0,2020-08-08
79,San Luis Obispo,2093,0,15,0,2020-08-08
81,San Mateo,6110,132,120,0,2020-08-08
83,Santa Barbara,6704,0,69,0,2020-08-08
85,Santa Clara,11687,212,204,1,2020-08-08
87,Santa Cruz,1238,9,6,2,2020-08-08
89,Shasta,418,0,10,0,2020-08-08
91,Sierra,3,0,0,0,2020-08-08
93,Siskiyou,93,0,0,0,2020-08-08
95,Solano,4029,0,40,0,2020-08-08
97,Sonoma,3556,125,47,0,2020-08-08
99,Stanislaus,9665,99,162,1,2020-08-08
101,Sutter,942,21,7,0,2020-08-08
103,Tehama,276,5,1,0,2020-08-08
105,Trinity,5,0,0,0,2020-08-08
107,Tulare,10475,0,196,0,2020-08-08
109,Tuolumne,152,0,2,0,2020-08-08
111,Ventura,8146,0,89,0,2020-08-08
113,Yolo,1721,31,43,0,2020-08-08
115,Yuba,600,12,4,0,2020-08-08
1,Alameda,12785,0,204,0,2020-08-07
3,Alpine,2,0,0,0,2020-08-07
5,Amador,164,2,2,0,2020-08-07
7,Butte,1095,35,8,0,2020-08-07
9,Calaveras,147,11,1,0,2020-08-07
11,Colusa,362,1,4,0,2020-08-07
13,Contra Costa,8760,228,136,2,2020-08-07
15,Del Norte,99,3,0,0,2020-08-07
17,El Dorado,729,13,1,0,2020-08-07
19,Fresno,17031,406,171,14,2020-08-07
21,Glenn,360,8,3,0,2020-08-07
23,Humboldt,282,2,4,0,2020-08-07
25,Imperial,9629,28,242,2,2020-08-07
27,Inyo,89,25,3,0,2020-08-07
29,Kern,22009,285,160,8,2020-08-07
31,Kings,4453,0,56,0,2020-08-07
33,Lake,220,8,2,0,2020-08-07
35,Lassen,638,5,0,0,2020-08-07
37,Los Angeles,204258,3058,4919,50,2020-08-07
39,Madera,2302,35,39,3,2020-08-07
41,Marin,5286,87,78,0,2020-08-07
43,Mariposa,60,0,2,0,2020-08-07
45,Mendocino,380,17,10,0,2020-08-07
47,Merced,5012,157,64,2,2020-08-07
49,Modoc,5,1,0,0,2020-08-07
51,Mono,153,0,1,0,2020-08-07
53,Monterey,5156,36,35,0,2020-08-07
55,Napa,1046,21,10,1,2020-08-07
57,Nevada,322,1,1,0,2020-08-07
59,Orange,38754,43,704,7,2020-08-07
61,Placer,2099,60,20,0,2020-08-07
63,Plumas,34,0,0,0,2020-08-07
65,Riverside,40452,711,799,29,2020-08-07
67,Sacramento,10795,251,161,6,2020-08-07
69,San Benito,709,10,4,0,2020-08-07
71,San Bernardino,34939,304,497,7,2020-08-07
73,San Diego,31779,652,586,3,2020-08-07
75,San Francisco,7326,98,64,1,2020-08-07
77,San Joaquin,12303,184,211,19,2020-08-07
79,San Luis Obispo,2093,46,15,0,2020-08-07
81,San Mateo,5978,87,120,0,2020-08-07
83,Santa Barbara,6704,52,69,1,2020-08-07
85,Santa Clara,11475,139,203,7,2020-08-07
87,Santa Cruz,1229,16,4,0,2020-08-07
89,Shasta,418,7,10,1,2020-08-07
91,Sierra,3,0,0,0,2020-08-07
93,Siskiyou,93,3,0,0,2020-08-07
95,Solano,4029,70,40,1,2020-08-07
97,Sonoma,3431,223,47,5,2020-08-07
99,Stanislaus,9566,158,161,10,2020-08-07
101,Sutter,921,28,7,1,2020-08-07
103,Tehama,271,0,1,0,2020-08-07
105,Trinity,5,0,0,0,2020-08-07
107,Tulare,10475,141,196,0,2020-08-07
109,Tuolumne,152,5,2,0,2020-08-07
111,Ventura,8146,111,89,7,2020-08-07
113,Yolo,1690,30,43,1,2020-08-07
115,Yuba,588,16,4,0,2020-08-07
1,Alameda,12785,649,204,11,2020-08-06
3,Alpine,2,0,0,0,2020-08-06
5,Amador,162,6,2,2,2020-08-06
7,Butte,1060,31,8,0,2020-08-06
9,Calaveras,136,0,1,0,2020-08-06
11,Colusa,361,2,4,0,2020-08-06
13,Contra Costa,8532,208,134,3,2020-08-06
15,Del Norte,96,6,0,0,2020-08-06
17,El Dorado,716,14,1,0,2020-08-06
19,Fresno,16625,353,157,0,2020-08-06
21,Glenn,352,0,3,0,2020-08-06
23,Humboldt,280,25,4,0,2020-08-06
25,Imperial,9601,55,240,6,2020-08-06
27,Inyo,64,0,3,2,2020-08-06
29,Kern,21724,291,152,0,2020-08-06
31,Kings,4453,0,56,0,2020-08-06
33,Lake,212,0,2,0,2020-08-06
35,Lassen,633,1,0,0,2020-08-06
37,Los Angeles,201200,3023,4869,41,2020-08-06
39,Madera,2267,59,36,3,2020-08-06
41,Marin,5199,6,78,0,2020-08-06
43,Mariposa,60,1,2,0,2020-08-06
45,Mendocino,363,7,10,0,2020-08-06
47,Merced,4855,95,62,2,2020-08-06
49,Modoc,4,0,0,0,2020-08-06
51,Mono,153,6,1,0,2020-08-06
53,Monterey,5120,71,35,1,2020-08-06
55,Napa,1025,18,9,0,2020-08-06
57,Nevada,321,4,1,0,2020-08-06
59,Orange,38711,580,697,32,2020-08-06
61,Placer,2039,41,20,1,2020-08-06
63,Plumas,34,1,0,0,2020-08-06
65,Riverside,39741,764,770,18,2020-08-06
67,Sacramento,10544,300,155,2,2020-08-06
69,San Benito,699,5,4,0,2020-08-06
71,San Bernardino,34635,398,490,3,2020-08-06
73,San Diego,31127,263,583,5,2020-08-06
75,San Francisco,7228,147,63,1,2020-08-06
77,San Joaquin,12119,85,192,5,2020-08-06
79,San Luis Obispo,2047,77,15,-1,2020-08-06
81,San Mateo,5891,133,120,0,2020-08-06
83,Santa Barbara,6652,66,68,1,2020-08-06
85,Santa Clara,11336,208,196,0,2020-08-06
87,Santa Cruz,1213,17,4,0,2020-08-06
89,Shasta,411,7,9,0,2020-08-06
91,Sierra,3,0,0,0,2020-08-06
93,Siskiyou,90,1,0,0,2020-08-06
95,Solano,3959,75,39,1,2020-08-06
97,Sonoma,3208,0,42,0,2020-08-06
99,Stanislaus,9408,49,151,6,2020-08-06
101,Sutter,893,12,6,0,2020-08-06
103,Tehama,271,14,1,0,2020-08-06
105,Trinity,5,0,0,0,2020-08-06
107,Tulare,10334,256,196,3,2020-08-06
109,Tuolumne,147,3,2,0,2020-08-06
111,Ventura,8035,82,82,3,2020-08-06
113,Yolo,1660,24,42,0,2020-08-06
115,Yuba,572,19,4,0,2020-08-06
1,Alameda,12136,227,193,1,2020-08-05
3,Alpine,2,0,0,0,2020-08-05
5,Amador,156,19,0,0,2020-08-05
7,Butte,1029,17,8,0,2020-08-05
9,Calaveras,136,0,1,0,2020-08-05
11,Colusa,359,2,4,0,2020-08-05
13,Contra Costa,8324,148,131,0,2020-08-05
15,Del Norte,90,0,0,0,2020-08-05
17,El Dorado,702,34,1,0,2020-08-05
19,Fresno,16272,327,157,0,2020-08-05
21,Glenn,352,6,3,1,2020-08-05
23,Humboldt,255,10,4,0,2020-08-05
25,Imperial,9546,33,234,2,2020-08-05
27,Inyo,64,0,1,0,2020-08-05
29,Kern,21433,205,152,1,2020-08-05
31,Kings,4453,0,56,0,2020-08-05
33,Lake,212,1,2,1,2020-08-05
35,Lassen,632,0,0,0,2020-08-05
37,Los Angeles,198177,2372,4828,68,2020-08-05
39,Madera,2208,94,33,1,2020-08-05
41,Marin,5193,13,78,2,2020-08-05
43,Mariposa,59,0,2,0,2020-08-05
45,Mendocino,356,15,10,1,2020-08-05
47,Merced,4760,177,60,9,2020-08-05
49,Modoc,4,0,0,0,2020-08-05
51,Mono,147,2,1,0,2020-08-05
53,Monterey,5049,83,34,0,2020-08-05
55,Napa,1007,27,9,0,2020-08-05
57,Nevada,317,1,1,0,2020-08-05
59,Orange,38131,65,665,12,2020-08-05
61,Placer,1998,45,19,1,2020-08-05
63,Plumas,33,0,0,0,2020-08-05
65,Riverside,38977,490,752,14,2020-08-05
67,Sacramento,10244,70,153,5,2020-08-05
69,San Benito,694,5,4,0,2020-08-05
71,San Bernardino,34237,220,487,10,2020-08-05
73,San Diego,30864,348,578,10,2020-08-05
75,San Francisco,7081,92,62,1,2020-08-05
77,San Joaquin,12034,76,187,7,2020-08-05
79,San Luis Obispo,1970,44,16,0,2020-08-05
81,San Mateo,5758,14,120,0,2020-08-05
83,Santa Barbara,6586,60,67,3,2020-08-05
85,Santa Clara,11128,98,196,4,2020-08-05
87,Santa Cruz,1196,0,4,0,2020-08-05
89,Shasta,404,7,9,0,2020-08-05
91,Sierra,3,0,0,0,2020-08-05
93,Siskiyou,89,1,0,0,2020-08-05
95,Solano,3884,78,38,0,2020-08-05
97,Sonoma,3208,0,42,0,2020-08-05
99,Stanislaus,9359,51,145,10,2020-08-05
101,Sutter,881,41,6,0,2020-08-05
103,Tehama,257,11,1,0,2020-08-05
105,Trinity,5,0,0,0,2020-08-05
107,Tulare,10078,88,193,0,2020-08-05
109,Tuolumne,144,0,2,0,2020-08-05
111,Ventura,7953,76,79,2,2020-08-05
113,Yolo,1636,22,42,0,2020-08-05
115,Yuba,553,20,4,0,2020-08-05
1,Alameda,11909,61,192,3,2020-08-04
3,Alpine,2,0,0,0,2020-08-04
5,Amador,137,2,0,0,2020-08-04
7,Butte,1012,32,8,1,2020-08-04
9,Calaveras,136,11,1,0,2020-08-04
11,Colusa,357,26,4,0,2020-08-04
13,Contra Costa,8176,143,131,4,2020-08-04
15,Del Norte,90,0,0,0,2020-08-04
17,El Dorado,668,9,1,0,2020-08-04
19,Fresno,15945,186,157,19,2020-08-04
21,Glenn,346,14,2,1,2020-08-04
23,Humboldt,245,9,4,0,2020-08-04
25,Imperial,9513,65,232,10,2020-08-04
27,Inyo,64,0,1,0,2020-08-04
29,Kern,21228,577,151,7,2020-08-04
31,Kings,4453,0,56,0,2020-08-04
33,Lake,211,3,1,0,2020-08-04
35,Lassen,632,6,0,0,2020-08-04
37,Los Angeles,195805,1928,4760,58,2020-08-04
39,Madera,2114,39,32,0,2020-08-04
41,Marin,5180,242,76,1,2020-08-04
43,Mariposa,59,1,2,0,2020-08-04
45,Mendocino,341,10,9,0,2020-08-04
47,Merced,4583,161,51,1,2020-08-04
49,Modoc,4,1,0,0,2020-08-04
51,Mono,145,0,1,0,2020-08-04
53,Monterey,4966,42,34,4,2020-08-04
55,Napa,980,17,9,0,2020-08-04
57,Nevada,316,4,1,0,2020-08-04
59,Orange,38066,235,653,2,2020-08-04
61,Placer,1953,15,18,1,2020-08-04
63,Plumas,33,0,0,0,2020-08-04
65,Riverside,38487,356,738,1,2020-08-04
67,Sacramento,10174,52,148,3,2020-08-04
69,San Benito,689,13,4,0,2020-08-04
71,San Bernardino,34017,585,477,59,2020-08-04
73,San Diego,30516,290,568,3,2020-08-04
75,San Francisco,6989,73,61,0,2020-08-04
77,San Joaquin,11958,73,180,0,2020-08-04
